Wavelength_1,Abs_1,Wavelength_2,Abs_2,Wavelength_3,Abs_3,Wavelength_4,Abs_4
1119,0.017764641,1119,0.017756632,1119,0.019602155,1119,0.029314348
1118,0.017750269,1118,0.017763266,1118,0.019512419,1118,0.029209595
1117,0.017657515,1117,0.017677251,1117,0.01952111,1117,0.029357137
1116,0.0178695,1116,0.017840883,1116,0.019729428,1116,0.029530218
1115,0.017951319,1115,0.017983235,1115,0.019807478,1115,0.029570727
1114,0.017985312,1114,0.017982047,1114,0.019793309,1114,0.029619001
1113,0.018029103,1113,0.018006088,1113,0.019822029,1113,0.029658493
1112,0.018066801,1112,0.018059758,1112,0.01992427,1112,0.029727593
1111,0.018183043,1111,0.018146334,1111,0.019998506,1111,0.029847721
1110,0.018200319,1110,0.018262113,1110,0.020031143,1110,0.029896995
1109,0.018266998,1109,0.018273424,1109,0.020103419,1109,0.029962195
1108,0.01835891,1108,0.018316841,1108,0.020139372,1108,0.030032482
1107,0.018374059,1107,0.018376678,1107,0.020204559,1107,0.030098729
1106,0.018444195,1106,0.018428991,1106,0.020280661,1106,0.030160712
1105,0.018494435,1105,0.018490843,1105,0.020333691,1105,0.030246682
1104,0.01855908,1104,0.018616926,1104,0.020406125,1104,0.030308187
1103,0.018624248,1103,0.018616062,1103,0.020432768,1103,0.030372173
1102,0.018704344,1102,0.018647026,1102,0.020486984,1102,0.030450521
1101,0.018756505,1101,0.018739695,1101,0.020574318,1101,0.030497421
1100,0.018790562,1100,0.018787643,1100,0.02064158,1100,0.030578125
1099,0.018848926,1099,0.018865228,1099,0.020711595,1099,0.030789927
1098,0.019139586,1098,0.01914202,1098,0.0209674,1098,0.030891087
1097,0.01898098,1097,0.018964242,1097,0.020792022,1097,0.030798042
1096,0.018982846,1096,0.018999558,1096,0.020841558,1096,0.030829582
1095,0.019098062,1095,0.019054541,1095,0.020919209,1095,0.03091524
1094,0.019123031,1094,0.019120514,1094,0.020983048,1094,0.030981038
1093,0.019190123,1093,0.019188823,1093,0.021022743,1093,0.031063724
1092,0.019266155,1092,0.019307315,1092,0.021096515,1092,0.031193316
1091,0.019360444,1091,0.019381691,1091,0.021245673,1091,0.031280715
1090,0.019482989,1090,0.019434122,1090,0.021329327,1090,0.031374086
1089,0.019518293,1089,0.019463956,1089,0.021288952,1089,0.031414073
1088,0.019502481,1088,0.019523194,1088,0.021365216,1088,0.031444017
1087,0.019599069,1087,0.019615075,1087,0.021436872,1087,0.031521559
1086,0.019667344,1086,0.019652585,1086,0.021508293,1086,0.031598136
1085,0.019753024,1085,0.019778382,1085,0.021614224,1085,0.031714551
1084,0.019810515,1084,0.019802224,1084,0.02164614,1084,0.031810354
1083,0.019844275,1083,0.019841591,1083,0.021689186,1083,0.031864002
1082,0.019936113,1082,0.019967362,1082,0.021807056,1082,0.031918492
1081,0.020028703,1081,0.019959394,1081,0.021832805,1081,0.032037947
1080,0.020072646,1080,0.020096641,1080,0.021957031,1080,0.032118157
1079,0.020224547,1079,0.020216139,1079,0.022068055,1079,0.03228448
1078,0.020224357,1078,0.020214783,1078,0.02204161,1078,0.032277536
1077,0.020300163,1077,0.020337,1077,0.022226566,1077,0.032387409
1076,0.020401025,1076,0.02038567,1076,0.022212235,1076,0.032467183
1075,0.020399613,1075,0.020482127,1075,0.022293212,1075,0.032480739
1074,0.020552062,1074,0.020570518,1074,0.022398381,1074,0.032658
1073,0.020607214,1073,0.020519957,1073,0.02242204,1073,0.032676086
1072,0.020674944,1072,0.020694736,1072,0.022585316,1072,0.032778915
1071,0.020734375,1071,0.020723216,1071,0.022549842,1071,0.032884698
1070,0.020784447,1070,0.0208723,1070,0.022710303,1070,0.03296395
1069,0.020930972,1069,0.020928744,1069,0.022769794,1069,0.033135541
1068,0.020905003,1068,0.020980522,1068,0.022817289,1068,0.033084471
1067,0.021101976,1067,0.021098906,1067,0.022931973,1067,0.033313349
1066,0.021137903,1066,0.021086786,1066,0.022935575,1066,0.033336658
1065,0.021195114,1065,0.021273157,1065,0.023131287,1065,0.033397902
1064,0.021350127,1064,0.021268481,1064,0.023115452,1064,0.033534795
1063,0.021307167,1063,0.021384088,1063,0.023266727,1063,0.03355876
1062,0.021526437,1062,0.021458928,1062,0.02328893,1062,0.033781592
1061,0.021482401,1061,0.021537045,1061,0.023423517,1061,0.033721436
1060,0.021693567,1060,0.021693323,1060,0.023509668,1060,0.033965148
1059,0.021651907,1059,0.021649051,1059,0.023523359,1059,0.033935368
1058,0.021819413,1058,0.02185235,1058,0.0237236,1058,0.034130722
1057,0.021900889,1057,0.02179342,1057,0.023683742,1057,0.03421779
1056,0.02197846,1056,0.022028891,1056,0.023898223,1056,0.034306474
1055,0.022079412,1055,0.021994198,1055,0.023866937,1055,0.034433704
1054,0.022129366,1054,0.022234658,1054,0.024102498,1054,0.034473553
1053,0.022311362,1053,0.022235775,1053,0.023999214,1053,0.034635171
1052,0.022269124,1052,0.022332318,1052,0.024244206,1052,0.03464992
1051,0.02247067,1051,0.022381155,1051,0.024289893,1051,0.034870449
1050,0.022396773,1050,0.022516306,1050,0.024362773,1050,0.034834687
1049,0.022653354,1049,0.022541417,1049,0.02442082,1049,0.035012461
1048,0.022675036,1048,0.022723122,1048,0.024621969,1048,0.035091035
1047,0.022937076,1047,0.022858297,1047,0.024784211,1047,0.035387777
1046,0.022824984,1046,0.022844356,1046,0.02471255,1046,0.035251956
1045,0.023034321,1045,0.022999248,1045,0.024846235,1045,0.035493918
1044,0.022978095,1044,0.023046495,1044,0.024981471,1044,0.035498187
1043,0.023239553,1043,0.023160966,1043,0.02506623,1043,0.035746466
1042,0.023203781,1042,0.023320477,1042,0.025152048,1042,0.035661031
1041,0.023397291,1041,0.023379479,1041,0.025287516,1041,0.035956785
1040,0.023391828,1040,0.02338732,1040,0.025300603,1040,0.035954226
1039,0.023663567,1039,0.023604471,1039,0.025432549,1039,0.036145654
1038,0.023573587,1038,0.023643831,1038,0.025595177,1038,0.036117155
1037,0.02382176,1037,0.023748534,1037,0.025660586,1037,0.036353603
1036,0.023832014,1036,0.023901042,1036,0.025785554,1036,0.036427014
1035,0.024025723,1035,0.023921335,1035,0.025830606,1035,0.03656292
1034,0.02403092,1034,0.024069635,1034,0.026030706,1034,0.036620397
1033,0.024189521,1033,0.02413621,1033,0.026023202,1033,0.036815502
1032,0.024294466,1032,0.024342539,1032,0.026295742,1032,0.036937322
1031,0.024410989,1031,0.02434399,1031,0.026253555,1031,0.037017345
1030,0.024517549,1030,0.024560114,1030,0.026473686,1030,0.037195537
1029,0.024521932,1029,0.024505772,1029,0.026430026,1029,0.037182961
1028,0.024785472,1028,0.024748147,1028,0.026690543,1028,0.037447188
1027,0.024801916,1027,0.024897825,1027,0.026812173,1027,0.037541218
1026,0.025098344,1026,0.02496535,1026,0.026900899,1026,0.037667394
1025,0.024988079,1025,0.025022684,1025,0.026953146,1025,0.037757687
1024,0.025205512,1024,0.025134906,1024,0.027095264,1024,0.037898418
1023,0.025223618,1023,0.02526927,1023,0.027216733,1023,0.038006529
1022,0.025374008,1022,0.02536317,1022,0.027281532,1022,0.038073692
1021,0.025534885,1021,0.025511028,1021,0.027427647,1021,0.038295262
1020,0.025541008,1020,0.025575984,1020,0.02747367,1020,0.038347512
1019,0.02576053,1019,0.025752647,1019,0.027692158,1019,0.038530577
1018,0.025813382,1018,0.025823738,1018,0.027731199,1018,0.038600538
1017,0.026030485,1017,0.026015067,1017,0.027961908,1017,0.03881114
1016,0.026093788,1016,0.0261447,1016,0.028021269,1016,0.038972426
1015,0.026142942,1015,0.026125072,1015,0.028082736,1015,0.038929645
1014,0.026309216,1014,0.026326792,1014,0.028276222,1014,0.039216556
1013,0.026551528,1013,0.026543712,1013,0.028447934,1013,0.039404862
1012,0.026580945,1012,0.026605081,1012,0.028500974,1012,0.03942547
1011,0.02673489,1011,0.026693076,1011,0.028671447,1011,0.039594673
1010,0.026785163,1010,0.026823601,1010,0.028773248,1010,0.039661147
1009,0.026945241,1009,0.026916156,1009,0.028860604,1009,0.039867096
1008,0.027004268,1008,0.027035976,1008,0.029007113,1008,0.040000252
1007,0.027232442,1007,0.027187493,1007,0.029149963,1007,0.04011099
1006,0.027324451,1006,0.027288396,1006,0.02925553,1006,0.040241264
1005,0.027471574,1005,0.027468098,1005,0.029449735,1005,0.040457379
1004,0.02759858,1004,0.027544325,1004,0.029544597,1004,0.040515263
1003,0.027671907,1003,0.027708188,1003,0.029620081,1003,0.040642221
1002,0.027797068,1002,0.027784042,1002,0.029757144,1002,0.040788036
1001,0.028046947,1001,0.028001307,1001,0.029943919,1001,0.040997453
1000,0.028099773,1000,0.028108943,1000,0.030061221,1000,0.041028976
999,0.028251054,999,0.028195918,999,0.030167038,999,0.041243777
998,0.028338112,998,0.028350381,998,0.030341413,998,0.041356683
997,0.028468579,997,0.028439172,997,0.030444358,997,0.041482691
996,0.028596183,996,0.028622394,996,0.030570876,996,0.041680589
995,0.028749738,995,0.028731983,995,0.030709712,995,0.041754164
994,0.028887689,994,0.028905479,994,0.030812019,994,0.041947454
993,0.028995102,993,0.028989403,993,0.030989211,993,0.042098902
992,0.029265361,992,0.029214911,992,0.031230504,992,0.042304046
991,0.029340824,991,0.029332737,991,0.031283524,991,0.042407922
990,0.029441895,990,0.029401425,990,0.031469371,990,0.042593166
989,0.029584665,989,0.029596914,989,0.031549171,989,0.042689029
988,0.02966035,988,0.029662374,988,0.031660918,988,0.042812854
987,0.029828034,987,0.029802861,987,0.031813893,987,0.042974148
986,0.029983081,986,0.029950852,986,0.031934958,986,0.04309085
985,0.030122865,985,0.030095648,985,0.032103386,985,0.043299124
984,0.030204888,984,0.030222926,984,0.032247953,984,0.04340221
983,0.03038769,983,0.030334391,983,0.032372825,983,0.043637935
982,0.030543908,982,0.030581985,982,0.032562625,982,0.043791834
981,0.030614121,981,0.030605484,981,0.032597195,981,0.043807182
980,0.030728966,980,0.030692847,980,0.032737125,980,0.04395736
979,0.030822245,979,0.030816438,979,0.032807864,979,0.04408567
978,0.030967388,978,0.030931946,978,0.033004418,978,0.044192038
977,0.031075124,977,0.031049738,977,0.033067569,977,0.044360872
976,0.031186195,976,0.031151153,976,0.033194073,976,0.044433154
975,0.031298462,975,0.031307422,975,0.033323213,975,0.044586677
974,0.031456597,974,0.031416886,974,0.03344937,974,0.044723697
973,0.031489436,973,0.031464167,973,0.033450909,973,0.044756554
972,0.031697955,972,0.031640679,972,0.033695083,972,0.04502701
971,0.031856734,971,0.031777989,971,0.033828683,971,0.045086138
970,0.031864837,970,0.031831358,970,0.03391429,970,0.045185771
969,0.031969231,969,0.031945493,969,0.033988047,969,0.04530482
968,0.03203962,968,0.032044888,968,0.034079593,968,0.045406744
967,0.032222889,967,0.032164235,967,0.034197852,967,0.045577258
966,0.032317467,966,0.032313313,966,0.03437192,966,0.045690663
965,0.032457028,965,0.032450724,965,0.034487929,965,0.04581368
964,0.032601073,964,0.032586426,964,0.034697555,964,0.046031117
963,0.032688282,963,0.032687444,963,0.034770656,963,0.046109177
962,0.032816965,962,0.032802641,962,0.034842428,962,0.046226896
961,0.032892294,961,0.032889698,961,0.034967568,961,0.046334077
960,0.033061985,960,0.033021092,960,0.035098247,960,0.046490405
959,0.033212151,959,0.033144396,959,0.035226829,959,0.046626732
958,0.033365868,958,0.03333392,958,0.035460886,958,0.04686629
957,0.033377271,957,0.033400476,957,0.035470657,957,0.04691162
956,0.033472102,956,0.033459827,956,0.035548501,956,0.047018684
955,0.033583034,955,0.033628624,955,0.035675108,955,0.047137748
954,0.033749554,954,0.033723425,954,0.035818961,954,0.047230292
953,0.033835847,953,0.03379852,953,0.035919387,953,0.04738567
952,0.034051202,952,0.034000505,952,0.03612208,952,0.047622934
951,0.034083597,951,0.03404412,951,0.036205553,951,0.047640987
950,0.034136914,950,0.034107957,950,0.036243089,950,0.047713615
949,0.034248348,949,0.034246501,949,0.036372151,949,0.04786209
948,0.034346815,948,0.034386795,948,0.036494695,948,0.047953602
947,0.034549702,947,0.034518562,947,0.036678813,947,0.048178565
946,0.034628443,946,0.034607641,946,0.036769465,946,0.048248131
945,0.034660488,945,0.03466228,945,0.036811333,945,0.048299395
944,0.034749653,944,0.034748841,944,0.036898572,944,0.048391517
943,0.034841642,943,0.034861162,943,0.037020531,943,0.048562802
942,0.034963302,942,0.034933902,942,0.037116695,942,0.048663441
941,0.035082307,941,0.035043634,941,0.037241649,941,0.04876329
940,0.035179727,940,0.035192274,940,0.037376851,940,0.048888076
939,0.03524477,939,0.035211954,939,0.037424784,939,0.048939124
938,0.035340767,938,0.035304122,938,0.037505914,938,0.049013216
937,0.035411816,937,0.035360087,937,0.037603173,937,0.049142741
936,0.035516277,936,0.035563305,936,0.037773106,936,0.049341407
935,0.035572547,935,0.035620313,935,0.037817076,935,0.049356226
934,0.035691887,934,0.035645913,934,0.037904292,934,0.049436163
933,0.035771847,933,0.035761785,933,0.037986413,933,0.049547009
932,0.035825484,932,0.035822503,932,0.038065214,932,0.049602751
931,0.03601722,931,0.035996463,931,0.03828695,931,0.049837455
930,0.036042392,930,0.036034208,930,0.038331367,930,0.049865529
929,0.036085144,929,0.036108267,929,0.038366061,929,0.049918726
928,0.036190048,928,0.036224153,928,0.038451917,928,0.050015379
927,0.036275845,927,0.036275111,927,0.038553633,927,0.050111558
926,0.036409225,926,0.036406804,926,0.038733419,926,0.050266113
925,0.036448412,925,0.036433604,925,0.038748559,925,0.050308518
924,0.03650393,924,0.036503788,924,0.038868293,924,0.050405376
923,0.036604092,923,0.036590405,923,0.038932275,923,0.05049222
922,0.036691487,922,0.036692165,922,0.039017141,922,0.05057222
921,0.036765829,921,0.036783524,921,0.039125703,921,0.050704889
920,0.036794256,920,0.036826041,920,0.039150402,920,0.050737355
919,0.036902376,919,0.036883075,919,0.039269425,919,0.050814867
918,0.037027296,918,0.037025239,918,0.039416626,918,0.051026672
917,0.037087005,917,0.03704232,917,0.039471675,917,0.051026471
916,0.037127916,916,0.037113734,916,0.039536204,916,0.051151499
915,0.037200104,915,0.037205152,915,0.039626688,915,0.051184874
914,0.037326492,914,0.037330162,914,0.039743088,914,0.051324926
913,0.037333291,913,0.037361164,913,0.03979072,913,0.05134593
912,0.03741711,912,0.037382886,912,0.039830409,912,0.051417433
911,0.037450857,911,0.037460536,911,0.039940991,911,0.051500663
910,0.037594307,910,0.037551913,910,0.040057648,910,0.051631544
909,0.037596427,909,0.037625022,909,0.040068801,909,0.051646121
908,0.037682667,908,0.037666913,908,0.0401958,908,0.051742665
907,0.037720077,907,0.037726402,907,0.040201478,907,0.051798861
906,0.037800837,906,0.037809618,906,0.040333543,906,0.051905211
905,0.037879039,905,0.037841618,905,0.040366553,905,0.051956907
904,0.037896551,904,0.037886355,904,0.040432718,904,0.052029416
903,0.037999239,903,0.037994549,903,0.04055718,903,0.052158557
902,0.038021475,902,0.038045604,902,0.040598217,902,0.052199163
901,0.038045492,901,0.038066458,901,0.040631957,901,0.052227013
900,0.038187161,900,0.03822634,900,0.040773705,900,0.052391432
899,-0.005708741,899,0.038228799,899,0.040812749,899,0.052424584
898,-0.005157834,898,0.038227752,898,0.040872157,898,0.052419618
897,-0.005240451,897,0.038343921,897,0.040966332,897,0.052551974
896,-0.004772627,896,0.038409919,896,0.041060813,896,0.05264632
895,-0.005199783,895,0.038433563,895,0.04104232,895,0.052647956
894,-0.005768161,894,0.038521923,894,0.041121509,894,0.052727126
893,-0.004856239,893,0.038585346,893,0.041241754,893,0.052833032
892,-0.005386053,892,0.038586762,892,0.041225813,892,0.052866712
891,-0.005502623,891,0.038620993,891,0.041298177,891,0.052911885
890,-0.005459066,890,0.03874423,890,0.041455179,890,0.053084522
889,-0.005217125,889,0.038775787,889,0.041420408,889,0.053035587
888,-0.005669293,888,0.038808223,888,0.041499577,888,0.053102396
887,-0.005069009,887,0.038942978,887,0.041597053,887,0.053282104
886,-0.005100121,886,0.038964301,886,0.041651841,886,0.053289067
885,-0.00456422,885,0.038953003,885,0.04169663,885,0.05331526
884,-0.004545418,884,0.039107688,884,0.041849274,884,0.053458285
883,-0.005193696,883,0.039116014,883,0.041876126,883,0.053537544
882,-0.004500587,882,0.039145615,882,0.041856028,882,0.053553618
881,-0.004054175,881,0.039202049,881,0.042008959,881,0.053573385
880,-0.003998675,880,0.039246731,880,0.041978817,880,0.053691596
879,-0.003279094,879,0.039282773,879,0.042038985,879,0.05371834
878,-0.00314882,878,0.039411269,878,0.042157404,878,0.053799316
877,-0.003228942,877,0.039448261,877,0.042215511,877,0.053920869
876,-0.002718406,876,0.039515533,876,0.042234655,876,0.053946104
875,-0.002112121,875,0.039547261,875,0.04234428,875,0.054011147
874,-0.002014117,874,0.039620589,874,0.04240698,874,0.054120734
873,-0.00146268,873,0.039678983,873,0.042444542,873,0.054143403
872,-0.000771028,872,0.039718695,872,0.042490814,872,0.054205306
871,-0.00047149,871,0.039844342,871,0.042625062,871,0.054326005
870,0.000114768,870,0.039821219,870,0.042635284,870,0.054383211
869,0.000655746,869,0.039916642,869,0.04276095,869,0.054458093
868,0.00116132,868,0.040055916,868,0.042817995,868,0.054553062
867,0.001903548,867,0.040065028,867,0.04283965,867,0.054604076
866,0.002529526,866,0.040124673,866,0.042921569,866,0.054673035
865,0.003427095,865,0.040229168,865,0.043062922,865,0.05480887
864,0.003725575,864,0.040294517,864,0.043105457,864,0.054798089
863,0.004639593,863,0.04029946,863,0.043169156,863,0.054916721
862,0.005413297,862,0.040512249,862,0.043312851,862,0.055076461
861,0.006318507,861,0.040514465,861,0.043344226,861,0.055076491
860,0.006891785,860,0.040590432,860,0.043361131,860,0.055151433
859,0.007722397,859,0.040719088,859,0.0435398,859,0.055286683
858,0.008548133,858,0.040767848,858,0.04362262,858,0.05537495
857,0.009319131,857,0.040841613,857,0.043649413,857,0.055439297
856,0.010088719,856,0.040904921,856,0.043753095,856,0.055528127
855,0.010949207,855,0.04103256,855,0.043906979,855,0.055678058
854,0.011705123,854,0.041109245,854,0.043940976,854,0.055714227
853,0.012252355,853,0.041207969,853,0.044018287,853,0.055811822
852,0.013184596,852,0.041279417,852,0.044093378,852,0.055925518
851,0.013975345,851,0.041373651,851,0.044201642,851,0.056008264
850,0.014637345,850,0.041482519,850,0.044343643,850,0.056101128
849,0.01529073,849,0.041574266,849,0.044420194,849,0.056215577
848,0.01602317,848,0.04174063,848,0.044558022,848,0.056355607
847,0.016675795,847,0.04182633,847,0.044660661,847,0.056445155
846,0.017226314,846,0.041920826,846,0.044707082,846,0.056526672
845,0.017823486,845,0.04203371,845,0.044858206,845,0.056634717
844,0.018330259,844,0.042175401,844,0.045018453,844,0.056829788
843,0.019001452,843,0.042251889,843,0.045135938,843,0.056916632
842,0.019386237,842,0.042399503,842,0.045191515,842,0.056965444
841,0.019613313,841,0.042494781,841,0.045321859,841,0.057126354
840,0.020344812,840,0.042630229,840,0.045450486,840,0.057222117
839,0.020680021,839,0.042781375,839,0.045603104,839,0.057360258
838,0.021119151,838,0.042918455,838,0.045731675,838,0.057541855
837,0.021394666,837,0.043015447,837,0.04588367,837,0.057667591
836,0.021719147,836,0.043176588,836,0.045988668,836,0.05781037
835,0.022183603,835,0.043321572,835,0.04614988,835,0.057897527
834,0.022373741,834,0.043530129,834,0.046359248,834,0.058135096
833,0.022613812,833,0.043670651,833,0.046475396,833,0.058256034
832,0.022901546,832,0.043745052,832,0.046585865,832,0.058373362
831,0.023117745,831,0.043938771,831,0.046730552,831,0.058536783
830,0.023397837,830,0.044096332,830,0.046907526,830,0.058689713
829,0.023474146,829,0.044278886,829,0.047065992,829,0.058890276
828,0.023719389,828,0.044497363,828,0.047297541,828,0.059115313
827,0.023938924,827,0.044656072,827,0.047420058,827,0.05917342
826,0.024131257,826,0.044783011,826,0.047548965,826,0.059317347
825,0.024369342,825,0.044952706,825,0.04773647,825,0.059519656
824,0.024535544,824,0.045173332,824,0.04792906,824,0.059707623
823,0.024712084,823,0.045304302,823,0.04809941,823,0.059900098
822,0.024793914,822,0.045551814,822,0.048329365,822,0.060137104
821,0.024887051,821,0.045731414,821,0.048494954,821,0.060281944
820,0.02500453,820,0.045871962,820,0.048651975,820,0.060439747
819,0.025159646,819,0.046113148,819,0.048865855,819,0.060624212
818,0.025236841,818,0.046264041,818,0.049053989,818,0.060812779
817,0.025381172,817,0.046492394,817,0.049257893,817,0.06102749
816,0.025534967,816,0.046666734,816,0.049456526,816,0.061243385
815,0.025574969,815,0.046864327,815,0.049625415,815,0.061415758
814,0.02580025,814,0.047149923,814,0.049919944,814,0.061687484
813,0.025956474,813,0.047353685,813,0.050087709,813,0.06185114
812,0.026005942,812,0.047513355,812,0.050271869,812,0.062036477
811,0.026078532,811,0.047727168,811,0.050494518,811,0.062253173
810,0.026098242,810,0.047971524,810,0.050739594,810,0.062483843
809,0.026176181,809,0.048177436,809,0.050921179,809,0.062721513
808,0.026210027,808,0.048444506,808,0.05120704,808,0.062942594
807,0.026374595,807,0.048684087,807,0.051418249,807,0.063183092
806,0.026436271,806,0.048896797,806,0.051588252,806,0.063359261
805,0.026503704,805,0.049123552,805,0.051841475,805,0.063586749
804,0.026591266,804,0.04932737,804,0.052063178,804,0.063842982
803,0.026565479,803,0.049578927,803,0.052298747,803,0.064054221
802,0.026606595,802,0.04988182,802,0.052592117,802,0.064347237
801,0.026805399,801,0.050063249,801,0.052759893,801,0.064521812
800,0.026924225,800,0.050314739,800,0.053031288,800,0.064743415
799,0.026585266,799,0.050460529,799,0.053198766,799,0.064939067
798,0.026706867,798,0.050571028,798,0.053329311,798,0.065059237
797,0.026786374,797,0.050885644,797,0.053620096,797,0.065314032
796,0.026875315,796,0.051206369,796,0.053908061,796,0.06563168
795,0.026828364,795,0.051451586,795,0.054179441,795,0.065861896
794,0.026917478,794,0.051747154,794,0.054439079,794,0.066169158
793,0.026976639,793,0.05210774,793,0.054849397,793,0.066530913
792,0.026963778,792,0.05231069,792,0.0550013,792,0.066722363
791,0.026944386,791,0.052588318,791,0.055331346,791,0.066959679
790,0.026977053,790,0.052837532,790,0.05552892,790,0.067195192
789,0.027100058,789,0.053136241,789,0.055826012,789,0.067478396
788,0.026962509,788,0.053356297,788,0.05608416,788,0.067677341
787,0.027134804,787,0.053602934,787,0.056295104,787,0.067926802
786,0.027078679,786,0.053816486,786,0.056529209,786,0.068189703
785,0.027148141,785,0.05411071,785,0.056865815,785,0.068500228
784,0.027149685,784,0.054468364,784,0.057149179,784,0.068732239
783,0.027255153,783,0.054631993,783,0.057337955,783,0.068892293
782,0.027241014,782,0.054890577,782,0.057562571,782,0.069171168
781,0.027247326,781,0.055164278,781,0.057813916,781,0.069423221
780,0.027279437,780,0.05536766,780,0.058070738,780,0.069625311
779,0.027341818,779,0.055624533,779,0.0583116,779,0.06986063
778,0.027339419,778,0.055842467,778,0.058530118,778,0.070093401
777,0.027427509,777,0.056138538,777,0.058766138,777,0.070310898
776,0.02739376,776,0.05633663,776,0.05897836,776,0.070490137
775,0.027400129,775,0.056531213,775,0.059236106,775,0.070753068
774,0.027419953,774,0.056787305,774,0.059420981,774,0.070945628
773,0.027413584,773,0.056985367,773,0.059599582,773,0.071158156
772,0.02749653,772,0.057209004,772,0.059854876,772,0.071317337
771,0.027498681,771,0.057372902,771,0.060050506,771,0.07153102
770,0.027557923,770,0.057637438,770,0.060256518,770,0.071688592
769,0.027486933,769,0.057823323,769,0.060427103,769,0.07191126
768,0.027605146,768,0.05798804,768,0.060563438,768,0.072011679
767,0.027594581,767,0.05815611,767,0.060766745,767,0.072211124
766,0.027547553,766,0.058314323,766,0.060958829,766,0.072368644
765,0.027597174,765,0.058491997,765,0.061090417,765,0.072492667
764,0.027625587,764,0.058619492,764,0.061230507,764,0.072635837
763,0.02772546,763,0.058843289,763,0.061476026,763,0.072828501
762,0.027776316,762,0.059020467,762,0.061580148,762,0.072972797
761,0.027737075,761,0.059173893,761,0.061764173,761,0.073037967
760,0.02789538,760,0.059332807,760,0.061905947,760,0.073237613
759,0.027838051,759,0.059450783,759,0.06206625,759,0.073328562
758,0.027986756,758,0.059603471,758,0.062179174,758,0.073530637
757,0.027953185,757,0.059807427,757,0.062382732,757,0.073634379
756,0.02801685,756,0.059957065,756,0.06246857,756,0.07377851
755,0.028125735,755,0.060095128,755,0.062623911,755,0.073861569
754,0.028069977,754,0.060252801,754,0.062785283,754,0.074031875
753,0.028255945,753,0.060382806,753,0.062904112,753,0.074126154
752,0.028178543,752,0.060589805,752,0.063174322,752,0.074368291
751,0.028336814,751,0.060692228,751,0.063239202,751,0.074377261
750,0.028426707,750,0.060772017,750,0.063334852,750,0.074475981
749,0.028459929,749,0.060891513,749,0.063377984,749,0.074568234
748,0.028540228,748,0.061030321,748,0.063583359,748,0.074681111
747,0.028621869,747,0.061158951,747,0.063639313,747,0.074764617
746,0.028682094,746,0.061184224,746,0.063745126,746,0.074831039
745,0.028792417,745,0.061374851,745,0.06390053,745,0.075003818
744,0.028867964,744,0.061447188,744,0.06397254,744,0.075011447
743,0.0290005,743,0.061510589,743,0.064014442,743,0.07507775
742,0.02906587,742,0.061599359,742,0.064092293,742,0.075140409
741,0.029241547,741,0.061752386,741,0.064165235,741,0.075213939
740,0.029362012,740,0.061717145,740,0.064260907,740,0.075276643
739,0.029438322,739,0.061889142,739,0.064349487,739,0.075350873
738,0.029682329,738,0.061891079,738,0.064411968,738,0.07542745
737,0.029682718,737,0.06195619,737,0.064448118,737,0.075391419
736,0.029901821,736,0.062007066,736,0.064524241,736,0.075482182
735,0.030040193,735,0.062142827,735,0.06460128,735,0.075566731
734,0.030198839,734,0.062184554,734,0.064642377,734,0.075578347
733,0.030405404,733,0.06226372,733,0.064735629,733,0.075669944
732,0.03053591,732,0.062279463,732,0.064819112,732,0.075724855
731,0.030767003,731,0.062362231,731,0.064846396,731,0.07577987
730,0.030968973,730,0.062404249,730,0.064917967,730,0.075815588
729,0.031160969,729,0.062491674,729,0.065020479,729,0.075906903
728,0.031380292,728,0.06266392,728,0.065145999,728,0.076020248
727,0.031662423,727,0.062611468,727,0.06510561,727,0.076000415
726,0.031881053,726,0.062703811,726,0.06523855,726,0.076071255
725,0.032191329,725,0.062749751,725,0.065301903,725,0.076144814
724,0.032422163,724,0.062799372,724,0.065341532,724,0.076162152
723,0.032712705,723,0.062945135,723,0.065492243,723,0.076298274
722,0.033039246,722,0.062976852,722,0.065520234,722,0.076367557
721,0.033188738,721,0.063021682,721,0.065591462,721,0.07639765
720,0.033509038,720,0.063082293,720,0.065637343,720,0.076464415
719,0.033821829,719,0.063123129,719,0.065760113,719,0.076490931
718,0.03407139,718,0.063120104,718,0.06572289,718,0.076465406
717,0.034247871,717,0.063102171,717,0.065718614,717,0.076459102
716,0.034519289,716,0.063123003,716,0.065727353,716,0.076428175
715,0.034742586,715,0.063068643,715,0.065708496,715,0.076387003
714,0.034900434,714,0.063045003,714,0.06568832,714,0.076294206
713,0.035053402,713,0.062949657,713,0.065551929,713,0.076214232
712,0.035185229,712,0.062819771,712,0.065513343,712,0.076079704
711,0.035295561,711,0.062790461,711,0.065428674,711,0.076002948
710,0.03537,710,0.062655933,710,0.065310508,710,0.075782269
709,0.035441644,709,0.062580377,709,0.065158568,709,0.075610451
708,0.035514031,708,0.062427264,708,0.064976797,708,0.075437889
707,0.035608541,707,0.062295835,707,0.064901188,707,0.075303547
706,0.035606295,706,0.062175114,706,0.064747743,706,0.075116955
705,0.035625737,705,0.062065266,705,0.064617351,705,0.074911438
704,0.035668142,704,0.061968699,704,0.064510308,704,0.074746564
703,0.035709593,703,0.06180333,703,0.064318754,703,0.074560061
702,0.035832763,702,0.061730962,702,0.064207934,702,0.074361593
701,0.035937577,701,0.061639421,701,0.06407021,701,0.074191712
